node_id,feat
17161,"1.0,0.0"
21650,"1.0,0.0"
32376,"1.0,0.0"
53373,"1.0,0.0"
63302,"1.0,0.0"
14551,"1.0,0.0"
397523,"1.0,0.0"
28716,"1.0,0.0"
46719,"1.0,0.0"
3303,"1.0,0.0"
7713,"1.0,0.0"
8492,"1.0,0.0"
8966,"1.0,0.0"
18106,"1.0,0.0"
20764,"1.0,0.0"
24482,"1.0,0.0"
25091,"1.0,0.0"
31133,"1.0,0.0"
35598,"1.0,0.0"
39351,"1.0,0.0"
41327,"1.0,0.0"
41805,"1.0,0.0"
42473,"1.0,0.0"
48166,"1.0,0.0"
48919,"1.0,0.0"
60501,"1.0,0.0"
137409,"1.0,0.0"
207740,"1.0,0.0"
112,"1.0,0.0"
1547,"1.0,0.0"
2683,"1.0,0.0"
2854,"1.0,0.0"
2895,"1.0,0.0"
3218,"1.0,0.0"
3267,"1.0,0.0"
3316,"1.0,0.0"
3327,"1.0,0.0"
5429,"1.0,0.0"
5431,"1.0,0.0"
5467,"1.0,0.0"
5495,"1.0,0.0"
5518,"1.0,0.0"
5523,"1.0,0.0"
5568,"1.0,0.0"
6697,"1.0,0.0"
6820,"1.0,0.0"
6856,"1.0,0.0"
6866,"1.0,0.0"
8241,"1.0,0.0"
8242,"1.0,0.0"
8331,"1.0,0.0"
8369,"1.0,0.0"
8400,"1.0,0.0"
8410,"1.0,0.0"
8449,"1.0,0.0"
8515,"1.0,0.0"
8629,"1.0,0.0"
8636,"1.0,0.0"
8641,"1.0,0.0"
8752,"1.0,0.0"
8764,"1.0,0.0"
8932,"1.0,0.0"
8985,"1.0,0.0"
9031,"1.0,0.0"
9032,"1.0,0.0"
9039,"1.0,0.0"
9049,"1.0,0.0"
9110,"1.0,0.0"
9198,"1.0,0.0"
9206,"1.0,0.0"
9269,"1.0,0.0"
10122,"1.0,0.0"
11284,"1.0,0.0"
12297,"1.0,0.0"
12335,"1.0,0.0"
12389,"1.0,0.0"
12418,"1.0,0.0"
12578,"1.0,0.0"
12668,"1.0,0.0"
12695,"1.0,0.0"
12714,"1.0,0.0"
12741,"1.0,0.0"
12993,"1.0,0.0"
13002,"1.0,0.0"
13094,"1.0,0.0"
13238,"1.0,0.0"
15169,"1.0,0.0"
15599,"1.0,0.0"
15632,"1.0,0.0"
15672,"1.0,0.0"
15682,"1.0,0.0"
15754,"1.0,0.0"
15757,"1.0,0.0"
15930,"1.0,0.0"
16143,"1.0,0.0"
16276,"1.0,0.0"
20483,"1.0,0.0"
20655,"1.0,0.0"
20985,"1.0,0.0"
21030,"1.0,0.0"
21367,"1.0,0.0"
21416,"1.0,0.0"
21446,"1.0,0.0"
21453,"1.0,0.0"
24429,"1.0,0.0"
24638,"1.0,0.0"
24663,"1.0,0.0"
24689,"1.0,0.0"
24739,"1.0,0.0"
24936,"1.0,0.0"
25189,"1.0,0.0"
25292,"1.0,0.0"
25355,"1.0,0.0"
25371,"1.0,0.0"
25408,"1.0,0.0"
25451,"1.0,0.0"
25532,"1.0,0.0"
25549,"1.0,0.0"
26415,"1.0,0.0"
28748,"1.0,0.0"
28761,"1.0,0.0"
28891,"1.0,0.0"
28917,"1.0,0.0"
28968,"1.0,0.0"
29124,"1.0,0.0"
29182,"1.0,0.0"
29226,"1.0,0.0"
29319,"1.0,0.0"
29329,"1.0,0.0"
29388,"1.0,0.0"
29470,"1.0,0.0"
29479,"1.0,0.0"
30124,"1.0,0.0"
30833,"1.0,0.0"
30968,"1.0,0.0"
31059,"1.0,0.0"
31214,"1.0,0.0"
31294,"1.0,0.0"
31370,"1.0,0.0"
31430,"1.0,0.0"
31499,"1.0,0.0"
31500,"1.0,0.0"
31514,"1.0,0.0"
31529,"1.0,0.0"
32590,"1.0,0.0"
34102,"1.0,0.0"
34123,"1.0,0.0"
34139,"1.0,0.0"
34352,"1.0,0.0"
34456,"1.0,0.0"
34602,"1.0,0.0"
34879,"1.0,0.0"
35000,"1.0,0.0"
35032,"1.0,0.0"
35087,"1.0,0.0"
35168,"1.0,0.0"
35237,"1.0,0.0"
35271,"1.0,0.0"
35522,"1.0,0.0"
35539,"1.0,0.0"
35723,"1.0,0.0"
35768,"1.0,0.0"
35770,"1.0,0.0"
35807,"1.0,0.0"
35810,"1.0,0.0"
36236,"1.0,0.0"
38040,"1.0,0.0"
39045,"1.0,0.0"
39063,"1.0,0.0"
39087,"1.0,0.0"
39134,"1.0,0.0"
39153,"1.0,0.0"
39337,"1.0,0.0"
39360,"1.0,0.0"
39442,"1.0,0.0"
39684,"1.0,0.0"
39709,"1.0,0.0"
39821,"1.0,0.0"
40676,"1.0,0.0"
41082,"1.0,0.0"
41268,"1.0,0.0"
41275,"1.0,0.0"
41446,"1.0,0.0"
41475,"1.0,0.0"
41601,"1.0,0.0"
41617,"1.0,0.0"
41722,"1.0,0.0"
41750,"1.0,0.0"
41798,"1.0,0.0"
41802,"1.0,0.0"
42291,"1.0,0.0"
42377,"1.0,0.0"
42498,"1.0,0.0"
42511,"1.0,0.0"
42518,"1.0,0.0"
42574,"1.0,0.0"
42632,"1.0,0.0"
42861,"1.0,0.0"
42893,"1.0,0.0"
42909,"1.0,0.0"
43045,"1.0,0.0"
43201,"1.0,0.0"
43226,"1.0,0.0"
43267,"1.0,0.0"
43399,"1.0,0.0"
43404,"1.0,0.0"
43530,"1.0,0.0"
43598,"1.0,0.0"
43714,"1.0,0.0"
43727,"1.0,0.0"
43798,"1.0,0.0"
43832,"1.0,0.0"
43973,"1.0,0.0"
44020,"1.0,0.0"
44030,"1.0,0.0"
44096,"1.0,0.0"
44128,"1.0,0.0"
44347,"1.0,0.0"
44386,"1.0,0.0"
44391,"1.0,0.0"
44479,"1.0,0.0"
44670,"1.0,0.0"
44772,"1.0,0.0"
44843,"1.0,0.0"
44927,"1.0,0.0"
44943,"1.0,0.0"
44964,"1.0,0.0"
45102,"1.0,0.0"
46489,"1.0,0.0"
47104,"1.0,0.0"
47156,"1.0,0.0"
47211,"1.0,0.0"
47321,"1.0,0.0"
47333,"1.0,0.0"
47440,"1.0,0.0"
47441,"1.0,0.0"
47478,"1.0,0.0"
47531,"1.0,0.0"
47541,"1.0,0.0"
47542,"1.0,0.0"
47562,"1.0,0.0"
47569,"1.0,0.0"
47626,"1.0,0.0"
47645,"1.0,0.0"
47652,"1.0,0.0"
47655,"1.0,0.0"
47764,"1.0,0.0"
47775,"1.0,0.0"
47989,"1.0,0.0"
48061,"1.0,0.0"
48128,"1.0,0.0"
48249,"1.0,0.0"
48276,"1.0,0.0"
48282,"1.0,0.0"
48293,"1.0,0.0"
48349,"1.0,0.0"
48366,"1.0,0.0"
48399,"1.0,0.0"
48524,"1.0,0.0"
48614,"1.0,0.0"
48719,"1.0,0.0"
48739,"1.0,0.0"
48822,"1.0,0.0"
48848,"1.0,0.0"
48914,"1.0,0.0"
15830,"1.0,0.0"
20485,"1.0,0.0"
25369,"1.0,0.0"
29076,"1.0,0.0"
49037,"1.0,0.0"
49063,"1.0,0.0"
49106,"1.0,0.0"
49120,"1.0,0.0"
49124,"1.0,0.0"
49136,"1.0,0.0"
49218,"1.0,0.0"
49368,"1.0,0.0"
49403,"1.0,0.0"
49458,"1.0,0.0"
49476,"1.0,0.0"
49505,"1.0,0.0"
49531,"1.0,0.0"
49544,"1.0,0.0"
49673,"1.0,0.0"
49724,"1.0,0.0"
49730,"1.0,0.0"
49776,"1.0,0.0"
49779,"1.0,0.0"
49813,"1.0,0.0"
50060,"1.0,0.0"
50157,"1.0,0.0"
50241,"1.0,0.0"
50258,"1.0,0.0"
50265,"1.0,0.0"
50313,"1.0,0.0"
50340,"1.0,0.0"
50384,"1.0,0.0"
50473,"1.0,0.0"
50509,"1.0,0.0"
50646,"1.0,0.0"
50775,"1.0,0.0"
50911,"1.0,0.0"
50923,"1.0,0.0"
51011,"1.0,0.0"
51028,"1.0,0.0"
51032,"1.0,0.0"
51092,"1.0,0.0"
51178,"1.0,0.0"
51218,"1.0,0.0"
51297,"1.0,0.0"
51341,"1.0,0.0"
51343,"1.0,0.0"
51408,"1.0,0.0"
51669,"1.0,0.0"
51685,"1.0,0.0"
51705,"1.0,0.0"
51764,"1.0,0.0"
51904,"1.0,0.0"
51973,"1.0,0.0"
52016,"1.0,0.0"
54994,"1.0,0.0"
55256,"1.0,0.0"
55805,"1.0,0.0"
55818,"1.0,0.0"
56340,"1.0,0.0"
56407,"1.0,0.0"
56418,"1.0,0.0"
56534,"1.0,0.0"
56630,"1.0,0.0"
56679,"1.0,0.0"
56694,"1.0,0.0"
56814,"1.0,0.0"
56864,"1.0,0.0"
57073,"1.0,0.0"
57107,"1.0,0.0"
57363,"1.0,0.0"
57463,"1.0,0.0"
57487,"1.0,0.0"
57512,"1.0,0.0"
57629,"1.0,0.0"
57724,"1.0,0.0"
57918,"1.0,0.0"
57931,"1.0,0.0"
57976,"1.0,0.0"
58002,"1.0,0.0"
58067,"1.0,0.0"
58310,"1.0,0.0"
58715,"1.0,0.0"
59624,"1.0,0.0"
59883,"1.0,0.0"
59947,"1.0,0.0"
60072,"1.0,0.0"
60280,"1.0,0.0"
60283,"1.0,0.0"
60347,"1.0,0.0"
60357,"1.0,0.0"
60388,"1.0,0.0"
60459,"1.0,0.0"
60486,"1.0,0.0"
60691,"1.0,0.0"
60731,"1.0,0.0"
60764,"1.0,0.0"
60771,"1.0,0.0"
60840,"1.0,0.0"
60921,"1.0,0.0"
61111,"1.0,0.0"
61121,"1.0,0.0"
61400,"1.0,0.0"
62040,"1.0,0.0"
62044,"1.0,0.0"
62146,"1.0,0.0"
62205,"1.0,0.0"
62314,"1.0,0.0"
64433,"1.0,0.0"
132203,"1.0,0.0"
136907,"1.0,0.0"
139057,"1.0,0.0"
196610,"1.0,0.0"
196695,"1.0,0.0"
196709,"1.0,0.0"
196750,"1.0,0.0"
196925,"1.0,0.0"
197062,"1.0,0.0"
197204,"1.0,0.0"
197826,"1.0,0.0"
197888,"1.0,0.0"
197969,"1.0,0.0"
198539,"1.0,0.0"
198610,"1.0,0.0"
199008,"1.0,0.0"
199599,"1.0,0.0"
199624,"1.0,0.0"
199669,"1.0,0.0"
199790,"1.0,0.0"
200044,"1.0,0.0"
200161,"1.0,0.0"
200350,"1.0,0.0"
200487,"1.0,0.0"
200976,"1.0,0.0"
201119,"1.0,0.0"
201211,"1.0,0.0"
201706,"1.0,0.0"
201776,"1.0,0.0"
202173,"1.0,0.0"
202486,"1.0,0.0"
202838,"1.0,0.0"
203784,"1.0,0.0"
204271,"1.0,0.0"
204582,"1.0,0.0"
204600,"1.0,0.0"
204720,"1.0,0.0"
205022,"1.0,0.0"
205063,"1.0,0.0"
206295,"1.0,0.0"
206846,"1.0,0.0"
207133,"1.0,0.0"
207561,"1.0,0.0"
207785,"1.0,0.0"
208075,"1.0,0.0"
209030,"1.0,0.0"
209307,"1.0,0.0"
209739,"1.0,0.0"
211000,"1.0,0.0"
211157,"1.0,0.0"
266925,"1.0,0.0"
396986,"1.0,0.0"
207351,"1.0,0.0"
14840,"1.0,0.0"
28329,"1.0,0.0"
61568,"1.0,0.0"
28186,"1.0,0.0"
51185,"1.0,0.0"
28598,"1.0,0.0"
53013,"1.0,0.0"
28571,"1.0,0.0"
265303,"1.0,0.0"
40850,"1.0,0.0"
28146,"1.0,0.0"
35280,"1.0,0.0"
267613,"1.0,0.0"
262503,"1.0,0.0"
271578,"1.0,0.0"
264144,"1.0,0.0"
269423,"1.0,0.0"
262474,"1.0,0.0"
270253,"1.0,0.0"
2497,"1.0,0.0"
3170,"1.0,0.0"
3320,"1.0,0.0"
4181,"1.0,0.0"
4637,"1.0,0.0"
4826,"1.0,0.0"
5396,"1.0,0.0"
6079,"1.0,0.0"
6762,"1.0,0.0"
9002,"1.0,0.0"
13760,"1.0,0.0"
19653,"1.0,0.0"
20912,"1.0,0.0"
22652,"1.0,0.0"
29140,"1.0,0.0"
33891,"1.0,0.0"
47787,"1.0,0.0"
50300,"1.0,0.0"
56655,"1.0,0.0"
58453,"1.0,0.0"
207044,"1.0,0.0"
396998,"1.0,0.0"
16851,"1.0,0.0"
62,"1.0,0.0"
209,"1.0,0.0"
376,"1.0,0.0"
577,"1.0,0.0"
855,"1.0,0.0"
1605,"1.0,0.0"
1820,"1.0,0.0"
2686,"1.0,0.0"
2687,"1.0,0.0"
2828,"1.0,0.0"
2914,"1.0,0.0"
3302,"1.0,0.0"
3737,"1.0,0.0"
3842,"1.0,0.0"
4230,"1.0,0.0"
4556,"1.0,0.0"
4648,"1.0,0.0"
4837,"1.0,0.0"
5091,"1.0,0.0"
5400,"1.0,0.0"
5511,"1.0,0.0"
5580,"1.0,0.0"
5606,"1.0,0.0"
5607,"1.0,0.0"
5769,"1.0,0.0"
6181,"1.0,0.0"
6325,"1.0,0.0"
6327,"1.0,0.0"
6391,"1.0,0.0"
6898,"1.0,0.0"
7203,"1.0,0.0"
7296,"1.0,0.0"
7459,"1.0,0.0"
7795,"1.0,0.0"
7992,"1.0,0.0"
8069,"1.0,0.0"
8075,"1.0,0.0"
8100,"1.0,0.0"
8190,"1.0,0.0"
8301,"1.0,0.0"
8551,"1.0,0.0"
8781,"1.0,0.0"
8849,"1.0,0.0"
8990,"1.0,0.0"
9009,"1.0,0.0"
9038,"1.0,0.0"
9116,"1.0,0.0"
9498,"1.0,0.0"
9829,"1.0,0.0"
11019,"1.0,0.0"
11071,"1.0,0.0"
11114,"1.0,0.0"
11232,"1.0,0.0"
11260,"1.0,0.0"
11290,"1.0,0.0"
11404,"1.0,0.0"
11414,"1.0,0.0"
12083,"1.0,0.0"
12189,"1.0,0.0"
12200,"1.0,0.0"
12348,"1.0,0.0"
12355,"1.0,0.0"
12570,"1.0,0.0"
12655,"1.0,0.0"
12676,"1.0,0.0"
12678,"1.0,0.0"
12703,"1.0,0.0"
13280,"1.0,0.0"
13335,"1.0,0.0"
13428,"1.0,0.0"
13464,"1.0,0.0"
13490,"1.0,0.0"
13739,"1.0,0.0"
13768,"1.0,0.0"
13876,"1.0,0.0"
13938,"1.0,0.0"
13984,"1.0,0.0"
14010,"1.0,0.0"
14665,"1.0,0.0"
14717,"1.0,0.0"
14928,"1.0,0.0"
15570,"1.0,0.0"
15695,"1.0,0.0"
15704,"1.0,0.0"
15924,"1.0,0.0"
15954,"1.0,0.0"
16823,"1.0,0.0"
17676,"1.0,0.0"
18450,"1.0,0.0"
18474,"1.0,0.0"
18540,"1.0,0.0"
18717,"1.0,0.0"
18734,"1.0,0.0"
18779,"1.0,0.0"
18966,"1.0,0.0"
18978,"1.0,0.0"
19001,"1.0,0.0"
19006,"1.0,0.0"
19016,"1.0,0.0"
19037,"1.0,0.0"
19222,"1.0,0.0"
19531,"1.0,0.0"
20055,"1.0,0.0"
20070,"1.0,0.0"
20077,"1.0,0.0"
20220,"1.0,0.0"
20473,"1.0,0.0"
21559,"1.0,0.0"
21700,"1.0,0.0"
21724,"1.0,0.0"
21804,"1.0,0.0"
21947,"1.0,0.0"
22611,"1.0,0.0"
22646,"1.0,0.0"
22773,"1.0,0.0"
22799,"1.0,0.0"
22911,"1.0,0.0"
22995,"1.0,0.0"
23314,"1.0,0.0"
23352,"1.0,0.0"
23442,"1.0,0.0"
23470,"1.0,0.0"
23947,"1.0,0.0"
25577,"1.0,0.0"
25593,"1.0,0.0"
25697,"1.0,0.0"
25894,"1.0,0.0"
26265,"1.0,0.0"
26378,"1.0,0.0"
26667,"1.0,0.0"
26967,"1.0,0.0"
27381,"1.0,0.0"
28729,"1.0,0.0"
29107,"1.0,0.0"
29119,"1.0,0.0"
29386,"1.0,0.0"
29419,"1.0,0.0"
29550,"1.0,0.0"
29802,"1.0,0.0"
29866,"1.0,0.0"
29909,"1.0,0.0"
30029,"1.0,0.0"
30036,"1.0,0.0"
30056,"1.0,0.0"
30404,"1.0,0.0"
30456,"1.0,0.0"
30633,"1.0,0.0"
30848,"1.0,0.0"
31042,"1.0,0.0"
31115,"1.0,0.0"
31263,"1.0,0.0"
31287,"1.0,0.0"
31688,"1.0,0.0"
31712,"1.0,0.0"
31727,"1.0,0.0"
31898,"1.0,0.0"
32098,"1.0,0.0"
32181,"1.0,0.0"
32281,"1.0,0.0"
32354,"1.0,0.0"
32578,"1.0,0.0"
32798,"1.0,0.0"
32899,"1.0,0.0"
33132,"1.0,0.0"
33154,"1.0,0.0"
33576,"1.0,0.0"
33724,"1.0,0.0"
33932,"1.0,0.0"
34164,"1.0,0.0"
34428,"1.0,0.0"
34984,"1.0,0.0"
35699,"1.0,0.0"
35994,"1.0,0.0"
36086,"1.0,0.0"
36352,"1.0,0.0"
36493,"1.0,0.0"
36692,"1.0,0.0"
39180,"1.0,0.0"
39392,"1.0,0.0"
39855,"1.0,0.0"
40065,"1.0,0.0"
40844,"1.0,0.0"
41206,"1.0,0.0"
41291,"1.0,0.0"
41436,"1.0,0.0"
41564,"1.0,0.0"
41765,"1.0,0.0"
42366,"1.0,0.0"
42689,"1.0,0.0"
42831,"1.0,0.0"
43578,"1.0,0.0"
43599,"1.0,0.0"
43872,"1.0,0.0"
43885,"1.0,0.0"
43915,"1.0,0.0"
44212,"1.0,0.0"
44473,"1.0,0.0"
44521,"1.0,0.0"
45474,"1.0,0.0"
46559,"1.0,0.0"
46562,"1.0,0.0"
46573,"1.0,0.0"
46664,"1.0,0.0"
46687,"1.0,0.0"
46844,"1.0,0.0"
46887,"1.0,0.0"
47169,"1.0,0.0"
47292,"1.0,0.0"
47381,"1.0,0.0"
47720,"1.0,0.0"
47902,"1.0,0.0"
47956,"1.0,0.0"
48447,"1.0,0.0"
48544,"1.0,0.0"
48635,"1.0,0.0"
48910,"1.0,0.0"
49425,"1.0,0.0"
49515,"1.0,0.0"
49600,"1.0,0.0"
49765,"1.0,0.0"
49870,"1.0,0.0"
51043,"1.0,0.0"
51407,"1.0,0.0"
53316,"1.0,0.0"
53345,"1.0,0.0"
53667,"1.0,0.0"
53845,"1.0,0.0"
54103,"1.0,0.0"
54293,"1.0,0.0"
54509,"1.0,0.0"
54641,"1.0,0.0"
54825,"1.0,0.0"
55081,"1.0,0.0"
55286,"1.0,0.0"
56478,"1.0,0.0"
56515,"1.0,0.0"
56595,"1.0,0.0"
56704,"1.0,0.0"
56767,"1.0,0.0"
57286,"1.0,0.0"
57332,"1.0,0.0"
58065,"1.0,0.0"
58321,"1.0,0.0"
59432,"1.0,0.0"
59711,"1.0,0.0"
59816,"1.0,0.0"
60475,"1.0,0.0"
60798,"1.0,0.0"
61317,"1.0,0.0"
61323,"1.0,0.0"
62081,"1.0,0.0"
62240,"1.0,0.0"
62563,"1.0,0.0"
62713,"1.0,0.0"
62874,"1.0,0.0"
62887,"1.0,0.0"
63023,"1.0,0.0"
63110,"1.0,0.0"
63351,"1.0,0.0"
63402,"1.0,0.0"
63949,"1.0,0.0"
137753,"1.0,0.0"
147049,"1.0,0.0"
197667,"1.0,0.0"
197883,"1.0,0.0"
198471,"1.0,0.0"
199055,"1.0,0.0"
199283,"1.0,0.0"
199483,"1.0,0.0"
199713,"1.0,0.0"
200462,"1.0,0.0"
201887,"1.0,0.0"
202766,"1.0,0.0"
203055,"1.0,0.0"
204548,"1.0,0.0"
206576,"1.0,0.0"
206747,"1.0,0.0"
208374,"1.0,0.0"
209181,"1.0,0.0"
209282,"1.0,0.0"
209549,"1.0,0.0"
210211,"1.0,0.0"
210321,"1.0,0.0"
393886,"1.0,0.0"
394118,"1.0,0.0"
394380,"1.0,0.0"
394814,"1.0,0.0"
394973,"1.0,0.0"
395354,"1.0,0.0"
395662,"1.0,0.0"
395954,"1.0,0.0"
396190,"1.0,0.0"
396362,"1.0,0.0"
397391,"1.0,0.0"
397599,"1.0,0.0"
398764,"1.0,0.0"
398913,"1.0,0.0"
399289,"1.0,0.0"
399539,"1.0,0.0"
399587,"1.0,0.0"
7106,"1.0,0.0"
30298,"1.0,0.0"
159,"1.0,0.0"
2025,"1.0,0.0"
7925,"1.0,0.0"
11050,"1.0,0.0"
12247,"1.0,0.0"
13501,"1.0,0.0"
14200,"1.0,0.0"
14734,"1.0,0.0"
19616,"1.0,0.0"
20126,"1.0,0.0"
20238,"1.0,0.0"
22320,"1.0,0.0"
22757,"1.0,0.0"
22968,"1.0,0.0"
26818,"1.0,0.0"
26894,"1.0,0.0"
26898,"1.0,0.0"
29709,"1.0,0.0"
29941,"1.0,0.0"
30290,"1.0,0.0"
30681,"1.0,0.0"
30712,"1.0,0.0"
31777,"1.0,0.0"
31921,"1.0,0.0"
32234,"1.0,0.0"
32513,"1.0,0.0"
32666,"1.0,0.0"
32818,"1.0,0.0"
33167,"1.0,0.0"
33254,"1.0,0.0"
36368,"1.0,0.0"
36390,"1.0,0.0"
36794,"1.0,0.0"
40252,"1.0,0.0"
40732,"1.0,0.0"
40812,"1.0,0.0"
46491,"1.0,0.0"
53568,"1.0,0.0"
55194,"1.0,0.0"
62724,"1.0,0.0"
394399,"1.0,0.0"
396381,"1.0,0.0"
42,"1.0,0.0"
109,"1.0,0.0"
122,"1.0,0.0"
510,"1.0,0.0"
703,"1.0,0.0"
714,"1.0,0.0"
813,"1.0,0.0"
1226,"1.0,0.0"
1287,"1.0,0.0"
1339,"1.0,0.0"
1358,"1.0,0.0"
1399,"1.0,0.0"
1414,"1.0,0.0"
1609,"1.0,0.0"
1615,"1.0,0.0"
1661,"1.0,0.0"
1678,"1.0,0.0"
1689,"1.0,0.0"
